action,boro,building,camis,critical_flag,cuisine_description,dba,grade,grade_date,inspection_date,inspection_type,phone,record_date,score,street,violation_code,violation_description,zipcode
Violations were cited in the following area(s).,BROOKLYN,758,50058769,Critical,Pizza,BROOKLYN PIZZA CREW,,,2017-02-08T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7183631122,2018-03-26T06:00:56.000,55,NOSTRAND AVE,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,11216
Violations were cited in the following area(s).,BROOKLYN,369,50057858,Not Critical,Mexican,MEXICO 2000 369,,,2016-12-29T00:00:00.000,Pre-permit (Operational) / Initial Inspection,7184070109,2018-03-26T06:00:56.000,38,BROADWAY,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11211
Violations were cited in the following area(s).,MANHATTAN,21,50061025,Critical,Sandwiches,SUBWAY,A,2017-04-28T00:00:00.000,2017-04-28T00:00:00.000,Pre-permit (Operational) / Initial Inspection,2125714417,2018-03-26T06:00:56.000,13,MAIDEN LN,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10038
Violations were cited in the following area(s).,MANHATTAN,254,41698063,Critical,Seafood,L&W OYSTER CO.,A,2015-01-28T00:00:00.000,2015-01-28T00:00:00.000,Cycle Inspection / Re-inspection,2122037772,2018-03-26T06:00:56.000,12,5 AVENUE,02B,Hot food item not held at or above 140Âº F.,10001
Violations were cited in the following area(s).,STATEN ISLAND,694,41209994,Critical,Pizza,ALL STAR PIZZA,,,2017-11-16T00:00:00.000,Cycle Inspection / Initial Inspection,7182272000,2018-03-26T06:00:56.000,20,ARTHUR KILL ROAD,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10308
Violations were cited in the following area(s).,BROOKLYN,794,50033605,Not Critical,American,SHANE'S CAFE,A,2016-12-15T00:00:00.000,2016-12-15T00:00:00.000,Cycle Inspection / Re-inspection,7188726900,2018-03-26T06:00:56.000,8,WASHINGTON AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11238
Violations were cited in the following area(s).,MANHATTAN,4797,40543458,Not Critical,Pizza,DOMINO'S,A,2018-01-09T00:00:00.000,2018-01-09T00:00:00.000,Cycle Inspection / Initial Inspection,2125678600,2018-03-26T06:00:56.000,12,BROADWAY,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10034
Violations were cited in the following area(s).,MANHATTAN,219,40988630,Critical,American,REVISION,B,2017-01-19T00:00:00.000,2017-01-19T00:00:00.000,Cycle Inspection / Re-inspection,6464907271,2018-03-26T06:00:56.000,26,AVENUE B,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10009
Violations were cited in the following area(s).,MANHATTAN,266,41508160,Not Critical,Donuts,DUNKIN' DONUTS,A,2017-08-08T00:00:00.000,2017-08-08T00:00:00.000,Cycle Inspection / Re-inspection,2125334189,2018-03-26T06:00:56.000,13,1 AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10009
Violations were cited in the following area(s).,BROOKLYN,768,50035551,Not Critical,American,DRINK,A,2017-07-15T00:00:00.000,2017-07-15T00:00:00.000,Cycle Inspection / Initial Inspection,3477893833,2018-03-26T06:00:56.000,11,FRANKLIN AVE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11238
Violations were cited in the following area(s).,MANHATTAN,625,41405535,Not Critical,Pizza,TWO BOOTS,,,2015-07-20T00:00:00.000,Cycle Inspection / Initial Inspection,2129562668,2018-03-26T06:00:56.000,55,9 AVENUE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10036
Violations were cited in the following area(s).,BROOKLYN,245,41504943,Critical,American,THEE SEVEN SISTER'S,A,2016-05-17T00:00:00.000,2016-05-17T00:00:00.000,Cycle Inspection / Initial Inspection,7184430739,2018-03-26T06:00:56.000,10,RALPH AVENUE,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",11233
Violations were cited in the following area(s).,MANHATTAN,1315,50044020,Critical,American,TEXAS ROTISSERIE,,,2017-11-15T00:00:00.000,Cycle Inspection / Initial Inspection,2123960700,2018-03-26T06:00:56.000,46,1ST AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,10021
Violations were cited in the following area(s).,STATEN ISLAND,253,41570059,Critical,Chicken,AAA KENNEDY FRIED CHICKEN,,,2014-11-24T00:00:00.000,Cycle Inspection / Initial Inspection,7184470960,2018-03-26T06:00:56.000,21,BROADWAY,02A,Food not cooked to required minimum temperature.,10310
No violations were recorded at the time of this inspection.,QUEENS,126,41395408,Not Applicable,American,PRESSED BY JOSH CAPON (STAND 126),A,2016-06-07T00:00:00.000,2016-06-07T00:00:00.000,Cycle Inspection / Initial Inspection,7185958100,2018-03-26T06:00:56.000,0,ROOSEVELT AVENUE,,,11368
Violations were cited in the following area(s).,BROOKLYN,50,41681629,Not Critical,American,HEAVY WOODS,,,2016-10-19T00:00:00.000,Cycle Inspection / Reopening Inspection,9292343500,2018-03-26T06:00:56.000,35,WYCKOFF AVENUE,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11237
Violations were cited in the following area(s).,MANHATTAN,393,41543738,Critical,Chinese,NEW DYNASTY,,,2014-06-09T00:00:00.000,Cycle Inspection / Initial Inspection,2125949734,2018-03-26T06:00:56.000,25,8 AVENUE,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",10001
Violations were cited in the following area(s).,MANHATTAN,1216,41600011,Critical,American,CAFE ON 5TH/STERLING AFFAIR,,,2016-05-02T00:00:00.000,Cycle Inspection / Initial Inspection,2128227229,2018-03-26T06:00:56.000,20,5 AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10029
Violations were cited in the following area(s).,BROOKLYN,1712,50046165,Critical,Pizza,BELLA PIZZA,,,2016-03-31T00:00:00.000,Pre-permit (Operational) / Initial Inspection,3474421339,2018-03-26T06:00:56.000,47,PITKIN AVE,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,11212
Violations were cited in the following area(s).,BRONX,3463,50017778,Not Critical,"Juice, Smoothies, Fruit Salads",JUICES FOR LIFE,A,2015-02-28T00:00:00.000,2015-02-28T00:00:00.000,Pre-permit (Operational) / Initial Inspection,3472819060,2018-03-26T06:00:56.000,10,E TREMONT AVE,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10465
Violations were cited in the following area(s).,BROOKLYN,1153,50048970,Not Critical,Chicken,POPEYES LOUISIANA KITCHEN,A,2016-06-25T00:00:00.000,2016-06-25T00:00:00.000,Pre-permit (Operational) / Re-inspection,7182308918,2018-03-26T06:00:56.000,7,FULTON ST,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",11216
Violations were cited in the following area(s).,QUEENS,4112,40741967,Critical,Bakery,TONG HAI TUNG BAKERY,,,2015-10-13T00:00:00.000,Cycle Inspection / Initial Inspection,7183588878,2018-03-26T06:00:56.000,32,MAIN STREET,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",11355
Violations were cited in the following area(s).,BRONX,1802,41654352,Critical,Caribbean,COOLER RUNNINGS JAMAICAN RESTAURANT,A,2016-09-27T00:00:00.000,2016-09-27T00:00:00.000,Cycle Inspection / Initial Inspection,7183247484,2018-03-26T06:00:56.000,13,NEREID AVENUE,02B,Hot food item not held at or above 140Âº F.,10466
Violations were cited in the following area(s).,BROOKLYN,7417,41406341,Not Critical,American,NATURE'S GRILL,A,2015-12-23T00:00:00.000,2015-12-23T00:00:00.000,Cycle Inspection / Initial Inspection,7186806900,2018-03-26T06:00:56.000,12,3 AVENUE,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,11209
Violations were cited in the following area(s).,MANHATTAN,75,41616574,Critical,Armenian,THE TIPPLER,,,2014-08-06T00:00:00.000,Cycle Inspection / Initial Inspection,2122060000,2018-03-26T06:00:56.000,28,9 AVENUE,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10011
Violations were cited in the following area(s).,MANHATTAN,186,40424437,Not Critical,Bakery,CAPRI BAKERY,A,2017-05-30T00:00:00.000,2017-05-30T00:00:00.000,Cycle Inspection / Re-inspection,2124101876,2018-03-26T06:00:56.000,11,EAST  116 STREET,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,10029
Violations were cited in the following area(s).,BROOKLYN,1412,50045343,Not Critical,Caribbean,FIX-U-PLATE,A,2017-09-12T00:00:00.000,2017-09-12T00:00:00.000,Cycle Inspection / Re-inspection,7189754544,2018-03-26T06:00:56.000,11,ROCKAWAY PKWY,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,11236
Violations were cited in the following area(s).,BRONX,3706,40743000,Not Critical,Pizza,DOMINO'S,,,2017-07-18T00:00:00.000,Cycle Inspection / Initial Inspection,7184309300,2018-03-26T06:00:56.000,20,EAST TREMONT AVENUE,10J,''''Wash hands sign not posted at hand wash facility.,10465
Violations were cited in the following area(s).,MANHATTAN,95,41386840,Critical,Mexican,TACORIA MEZA,,,2016-09-12T00:00:00.000,Cycle Inspection / Initial Inspection,2122551980,2018-03-26T06:00:56.000,34,7 AVENUE SOUTH,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10014
Violations were cited in the following area(s).,BRONX,1113,41231660,Critical,Mexican,LAS MARAVILLAS DE MEXICO RESTAURANT,,,2015-06-25T00:00:00.000,Cycle Inspection / Initial Inspection,7185843455,2018-03-26T06:00:56.000,47,BEDFORD PARK BOULEVARD,04A,Food Protection Certificate not held by supervisor of food operations.,10468
Violations were cited in the following area(s).,BROOKLYN,901,41653047,Critical,American,MAC SHACK,A,2016-08-23T00:00:00.000,2016-08-23T00:00:00.000,Cycle Inspection / Re-inspection,7182300727,2018-03-26T06:00:56.000,11,FULTON STREET,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,11238
Violations were cited in the following area(s).,MANHATTAN,824,41463512,Critical,Hamburgers,MCDONALD'S,A,2017-06-21T00:00:00.000,2017-06-21T00:00:00.000,Cycle Inspection / Re-inspection,6469186885,2018-03-26T06:00:56.000,10,3 AVENUE,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10022
Violations were cited in the following area(s).,QUEENS,8418,41265530,Not Critical,Chinese,MING WOK KITCHEN,,,2015-10-31T00:00:00.000,Cycle Inspection / Initial Inspection,7184780241,2018-03-26T06:00:56.000,36,A NORTHERN BOULEVARD,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11372
Violations were cited in the following area(s).,BROOKLYN,390,41299324,Critical,American,LITTLE PURITY,,,2017-01-23T00:00:00.000,Cycle Inspection / Initial Inspection,7183691722,2018-03-26T06:00:56.000,17,7 AVENUE,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11215
Violations were cited in the following area(s).,MANHATTAN,59,41123042,Not Critical,Pizza/Italian,FRIENDLY GOURMET PIZZA,A,2017-05-12T00:00:00.000,2017-05-12T00:00:00.000,Cycle Inspection / Initial Inspection,2129620220,2018-03-26T06:00:56.000,7,NASSAU STREET,10H,Proper sanitization not provided for utensil ware washing operation.,10038
Violations were cited in the following area(s).,MANHATTAN,1480,41704620,Not Critical,Italian,VELLA,,,2015-03-05T00:00:00.000,Trans Fat / Initial Inspection,2123350456,2018-03-26T06:00:56.000,,2 AVENUE,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",10075
Violations were cited in the following area(s).,MANHATTAN,177,40987470,Not Critical,Italian,GROTTA AZZURRA,A,2015-12-11T00:00:00.000,2015-12-11T00:00:00.000,Cycle Inspection / Initial Inspection,2129258775,2018-03-26T06:00:56.000,11,MULBERRY STREET,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10013
Violations were cited in the following area(s).,MANHATTAN,41,41389861,Critical,Mediterranean,WINE 30,,,2018-01-03T00:00:00.000,Cycle Inspection / Initial Inspection,2124810197,2018-03-26T06:00:56.000,17,EAST   30 STREET,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10016
