agency,agency_name,brief_description,call_resolution,date,date_time,inquiry_name,time,unique_id
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T21:56:42.000,Landlord Complaint - Maintenance,9:56:42 PM,90493623
DEP,Department of Environmental Protection,"Report drinking water from the tap or faucet that is dirty, brown, black, or rusty.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T22:04:38.000,Cold Water Complaint - Dirty,10:04:38 PM,90493624
DOB,Department of Buildings,Request an appointment with a Plan Examiner.,Cancelled Appt,2013-01-24T00:00:00.000,2013-01-24T22:15:38.000,Schedule a Plan Examiner Appointment,10:15:38 PM,90493625
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T22:28:09.000,Noise from Neighbor,10:28:09 PM,90493626
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T21:59:08.000,Noise from Neighbor,9:59:08 PM,90493627
NYCHA,New York City Housing Authority,Complaint or question from a NYCHA resident.,Agency Closed,2013-01-24T00:00:00.000,2013-01-24T22:05:26.000,NYCHA Borough Management Office - Brooklyn,10:05:26 PM,90493628
NYPD,New York City Police Department,"Report of a missing person. Tips about someone who is missing, abducted, or kidnapped. Requires immediate transfer to 911.",Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T22:12:18.000,Missing Person,10:12:18 PM,90493629
DOF,Department of Finance,Hidden service for activity coding.,Agency Closed,2013-01-24T00:00:00.000,2013-01-24T22:00:12.000,Division Referral,10:00:12 PM,90493630
DEP,Department of Environmental Protection,Report noise from a jackhammer.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:03:51.000,Noise from Jackhammer,10:03:51 PM,90493631
3-1-1,3-1-1 Call Center,Status of most Service Requests filed with 311.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:10:51.000,Service Request Status - General,10:10:51 PM,90493632
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:13:21.000,Heat Complaint - Residential Building - Inadequate Heat,10:13:21 PM,90493633
NYPD,New York City Police Department,Find a specific precinct or police service area (PSA).,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:17:05.000,Find a Police Precinct or PSA by Name,10:17:05 PM,90493634
HPD,Department of Housing Preservation and Development,Department of Housing Preservation and Development request status not found in Service Request Lookup.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:19:37.000,Service Request Status - HPD Status Not Found,10:19:37 PM,90493635
3-1-1,3-1-1 Call Center,Hidden service for activity coding.,Out of 3-1-1 Jurisdiction,2013-01-24T00:00:00.000,2013-01-24T22:22:10.000,Outside of 311 Jurisdiction,10:22:10 PM,90493636
3-1-1,3-1-1 Call Center,211 is the number used to call for health and human services information and referrals.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:23:12.000,211 Information,10:23:12 PM,90493637
NYPD,New York City Police Department,"Report a dangerous or hazardous traffic condition, including debris on a highway. Requires immediate transfer to 911.",Hot Transfer 911,2013-01-24T00:00:00.000,2013-01-24T22:26:34.000,Traffic - Emergency Condition,10:26:34 PM,90493638
NYPD,New York City Police Department,Report a noisy neighbor.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T22:30:05.000,Noise from Neighbor,10:30:05 PM,90493639
HPD,Department of Housing Preservation and Development,Information for building owners on correcting or clearing a violation received from the Department of Housing Preservation and Development.,Agency Closed,2013-01-24T00:00:00.000,2013-01-24T22:32:02.000,Landlord Information - Removing HPD Violation - Queens,10:32:02 PM,90493641
NYCHA,New York City Housing Authority,Complaint that public housing is too cold or overheated.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:32:42.000,Heat Complaint in NYCHA Building,10:32:42 PM,90493642
3-1-1,3-1-1 Call Center,Complaint or compliment about a City agency or a specific employee.,Caller Hung Up,2013-01-24T00:00:00.000,2013-01-24T22:34:14.000,City Worker or Agency Complaint or Compliment,10:34:14 PM,90493643
HPD,Department of Housing Preservation and Development,Report of a housing maintenance problem.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:35:01.000,Landlord Complaint - Maintenance,10:35:01 PM,90493644
DEP,Department of Environmental Protection,Report a fire hydrant that is open and running but not at full blast.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:41:14.000,Fire Hydrant Running,10:41:14 PM,90493645
DEP,Department of Environmental Protection,Report noise from a jackhammer.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T22:44:34.000,Noise from Jackhammer,10:44:34 PM,90493646
PANYNJ,Port Authority of NY and NJ,Information about John F. Kennedy Airport.,Referral,2013-01-24T00:00:00.000,2013-01-24T22:33:43.000,John F. Kennedy Airport - General Information Requests,10:33:43 PM,90493647
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T22:34:49.000,Find a Towed Vehicle - Plate Number Known,10:34:49 PM,90493648
DEP,Department of Environmental Protection,Report a water leak on a street or sidewalk.,Internal Transfer,2013-01-25T00:00:00.000,2013-01-25T02:17:57.000,Water Leak on Street or Sidewalk,2:17:57 AM,90493649
DOF,Department of Finance,Fight a parking ticket in person.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:14:14.000,Fight a Parking Ticket - In Person,4:14:14 PM,90493650
DOF,Department of Finance,"Help with questions about the property tax bill, also known as the Statement of Account.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:18:43.000,Property Tax Account Assistance and Bill Information,4:18:43 PM,90493651
NYPD,New York City Police Department,Locate a person you think is in police custody in Manhattan.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:24:24.000,Arrested Person Location - Manhattan,4:24:24 PM,90493652
DFTA,Department for the Aging,Referral for legal assistance for a senior 60 and older.,Referral,2013-01-24T00:00:00.000,2013-01-24T16:29:33.000,Lawyer Referral for Seniors,4:29:33 PM,90493653
NYSDMV,NYS Department of Motor Vehicles,Information about how to plead Not Guilty and contest a moving violation or appeal a hearing judgment.,Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T16:15:33.000,Traffic Violation - Fight Ticket or Appeal Hearing Decision,4:15:33 PM,90493654
DEP,Department of Environmental Protection,Report a water leak on a street or sidewalk.,Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T16:19:33.000,Water Leak on Street or Sidewalk,4:19:33 PM,90493655
DOB,Department of Buildings,Request an appointment with a Plan Examiner.,Scheduled Appt,2013-01-24T00:00:00.000,2013-01-24T16:32:27.000,Schedule a Plan Examiner Appointment,4:32:27 PM,90493656
HPD,Department of Housing Preservation and Development,"Assistance for tenants to locate a missing landlord, or determine building ownership if the landlord has died.",Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T16:36:41.000,Dead or Absent Landlord - Brooklyn,4:36:41 PM,90493657
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T16:39:17.000,Heat Complaint - Residential Building - Inadequate Heat,4:39:17 PM,90493658
DSNY,Department of Sanitation,Learn about throwing away a large item that does not fit in a garbage bin or bag.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:20:51.000,Bulk Item Disposal Information,4:20:51 PM,90493659
DSNY,Department of Sanitation,Information about recycling and trash collection days for a specific residential or non-profit address.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T16:22:51.000,Recycling and Trash Collection Schedules,4:22:51 PM,90493660
DOF,Department of Finance,"Help with questions about the property tax bill, also known as the Statement of Account.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:24:04.000,Property Tax Account Assistance and Bill Information,4:24:04 PM,90493661
DOF,Department of Finance,Application to request setting up a payment plan for paying overdue property taxes.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T16:28:39.000,Property Tax Payment Plan Application,4:28:39 PM,90493662
DOB,Department of Buildings,Report an illegal conversion or alteration of a residential building.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T16:22:57.000,Illegal Conversion of Residential Space,4:22:57 PM,90493663
NYSDOL,NYS Department of Labor,Request to file an unemployment insurance claim.,Referral,2013-01-24T00:00:00.000,2013-01-24T16:24:37.000,Unemployment Insurance Information,4:24:37 PM,90493665
DSNY,Department of Sanitation,Information and guidelines for disposal of large items and debris from the recent storm.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T16:26:53.000,Storm Assistance - Bulk Item Removal,4:26:53 PM,90493666
DCA,Department of Consumer Affairs,Complaint about a tow truck driver or company operating on a street or private property.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T16:30:05.000,Tow Truck Complaint - Street,4:30:05 PM,90493667
DOF,Department of Finance,Form to apply for the exemption or change information on a certificate of exemption.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:30:13.000,Manhattan Resident Parking Tax Exemption Form,4:30:13 PM,90493668
DOF,Department of Finance,Tax exemption for a Manhattan resident who rents a long-term parking space.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T16:34:09.000,Manhattan Resident Parking Tax Exemption Information and Assistance,4:34:09 PM,90493669
AGMKT,NYS Department of Agriculture and Markets,"Report of rats or mice in a grocery, supermarket, farmers market, fish market, beverage store, warehouse, or processor.",Referral,2013-01-24T00:00:00.000,2013-01-24T16:34:19.000,"Rodent Complaint - Food Market, Warehouse or Processor",4:34:19 PM,90493670
DOF,Department of Finance,"Help with questions about the property tax bill, also known as the Statement of Account.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:36:13.000,Property Tax Account Assistance and Bill Information,4:36:13 PM,90493671
3-1-1,3-1-1 Call Center,Hidden service for activity coding.,Internal Transfer,2013-01-24T00:00:00.000,2013-01-24T16:35:44.000,Division Transfer,4:35:44 PM,90493672
DFTA,Department for the Aging,Hidden service for activity coding.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:39:47.000,Division Information Provided,4:39:47 PM,90493673
DOF,Department of Finance,"For Marshal or Sheriff tows, find location of a vehicle that may have been towed if you do not know license plate number.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:42:15.000,Find a Towed Vehicle - Plate Number Unknown - Marshal or Sheriff,4:42:15 PM,90493674
DOF,Department of Finance,Location of a vehicle that may have been towed. Must know license plate number.,Routed to Web Page,2013-01-24T00:00:00.000,2013-01-24T16:46:48.000,Find a Towed Vehicle - Plate Number Known,4:46:48 PM,90493675
HCR,NYS Homes and Community Renewal,"Information for tenants and landlords of rent regulated homes, including rent controlled apartments.",Transfer to City Agency,2013-01-24T00:00:00.000,2013-01-24T16:49:55.000,Rent Information Line,4:49:55 PM,90493676
DOF,Department of Finance,Request to correct mailing address for property taxes.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T16:40:50.000,Property Tax Mailing Address Update,4:40:50 PM,90493677
DOF,Department of Finance,Information about City and State agency charges collected by the Department of Finance.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T16:46:23.000,Agency Charge Collected by the Department of Finance,4:46:23 PM,90493678
DOT,Department of Transportation,Report exposed wiring or an open electrical control box on a traffic or pedestrian signal pole.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:46:33.000,Traffic or Pedestrian Signal - Wires Exposed - Priority,4:46:33 PM,90493679
DOF,Department of Finance,"Help with questions about the property tax bill, also known as the Statement of Account.",Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:53:55.000,Property Tax Account Assistance and Bill Information,4:53:55 PM,90493680
DOF,Department of Finance,Help with property tax overpayment or a payment that does not show up in the account.,CSMS SR,2013-01-24T00:00:00.000,2013-01-24T16:56:19.000,Property Tax Payment Problem,4:56:19 PM,90493681
DOB,Department of Buildings,Request an appointment with a Plan Examiner.,Appointment,2013-01-24T00:00:00.000,2013-01-24T16:47:31.000,Schedule a Plan Examiner Appointment,4:47:31 PM,90493682
HPD,Department of Housing Preservation and Development,Information about residential heat and hot water requirements.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T16:49:07.000,Residential Heat and Hot Water Requirements,4:49:07 PM,90493683
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T16:50:53.000,Heat Complaint - Residential Building - Inadequate Heat,4:50:53 PM,90493684
HPD,Department of Housing Preservation and Development,"Complaint that an apartment, house, or single room occupancy is too cold.",Universal Intake SR,2013-01-24T00:00:00.000,2013-01-24T17:02:47.000,Heat Complaint - Residential Building - Inadequate Heat,5:02:47 PM,90493685
HPD,Department of Housing Preservation and Development,Report from a tenant about no hot water or not enough hot water in an apartment building.,Information Provided,2013-01-24T00:00:00.000,2013-01-24T17:03:26.000,No Hot Water Complaint - Residential Building - From Tenant,5:03:26 PM,90493686
